id,titulo,fecha,dia_semana,fuente,categoria
252,Los Reyes rinden homenaje a la memoria de los republicanos españoles deportados en Mauthausen,2025-05-11,SUNDAY,El País,positivo
253,El papa León XIV pide una “paz justa” en Ucrania y un alto el fuego en Gaza,2025-05-11,SUNDAY,El País,positivo
254,El Barcelona levanta su sexta Liga F consecutiva y décima de su historia,2025-05-11,SUNDAY,El País,positivo
255,Barcelona - Real Madrid: un clásico para resolver la Liga,2025-05-11,SUNDAY,El País,positivo
256,Zara en la era de Marta Ortega,2025-05-11,SUNDAY,El País,positivo
257,‘Princesa’ cumple 40 años: un clásico que no es solo de Sabina y comenzó en el Festival de Benidorm,2025-05-11,SUNDAY,El País,positivo
258,"Descifrando a Glenn Close, la actriz que escapó de una secta y se enfrentó a los clichés sexistas de Hollywood",2025-05-11,SUNDAY,El País,negativo
259,"María Esteve: “Aprendí arte de mis padres sin darme cuenta, como otros niños aprenden lenguas”",2025-05-11,SUNDAY,El País,positivo
260,El papa León XIV pide una “paz justa” en Ucrania y un alto el fuego en Gaza,2025-05-11,SUNDAY,El País,positivo
261,El papa León XIV visita la tumba de Francisco en su primera salida del Vaticano tras su nombramiento,2025-05-11,SUNDAY,El País,positivo
262,Ucrania acepta la negociación directa que ofrece Rusia solo si hay un alto el fuego,2025-05-11,SUNDAY,El País,positivo
263,El Barcelona levanta su sexta Liga F consecutiva y décima de su historia,2025-05-11,SUNDAY,El País,positivo
264,Cientos de personas se concentran en Madrid a favor del proyecto europeo frente a la amenaza trumpista y autoritaria,2025-05-11,SUNDAY,El País,negativo
265,Óscar López ve “muy grave” que se publiquen mensajes privados de Sánchez y pide investigar la filtración,2025-05-11,SUNDAY,El País,negativo
266,Los autónomos cambian de sector: del comercio y el transporte pasan a la educación y las comunicaciones,2025-05-11,SUNDAY,El País,positivo
267,"Noche de terror en la ciudad deportiva del Sevilla: la primera plantilla, obligada a dormir allí tras la derrota en Vigo",2025-05-11,SUNDAY,El País,negativo
268,Los Reyes rinden homenaje a la memoria de los republicanos españoles deportados en Mauthausen,2025-05-11,SUNDAY,El País,positivo
269,"Detenido un hombre, sospechoso del asesinato de una mujer de 32 años en Madrid",2025-05-11,SUNDAY,El País,negativo
270,Los Bomberos no prevén extinguir este domingo aunque controlan el incendio de Vilanova,2025-05-11,SUNDAY,El País,negativo
271,Los Reyes en Mauthausen: las imágenes de la conmemoración del 80 aniversario de la liberación del campo nazi,2025-05-11,SUNDAY,El País,negativo
272,"El centelleante regreso de Sinner, a 4.180 revoluciones por minuto",2025-05-11,SUNDAY,El País,positivo
273,Un ratito con Travis Scott en Sant Adrià,2025-05-11,SUNDAY,El País,positivo
274,"Última hora de la guerra de Rusia y Ucrania, en directo | Turquía confirma su disponibilidad para acoger las negociaciones directas entre Rusia y Ucrania",2025-05-11,SUNDAY,El País,negativo
275,La resurrección de Camps,2025-05-11,SUNDAY,El País,positivo
276,La guerra y la paz,2025-05-11,SUNDAY,El País,positivo
277,Antídoto contra apagones: existe una solución barata y sencilla para iluminar tu casa,2025-05-11,SUNDAY,El País,positivo
278,Así es la colonia de Amazon que está en top ventas y cuesta menos de 10 euros (huele a verano),2025-05-11,SUNDAY,El País,negativo
279,Adiós a los mosquitos en casa este verano con estos productos naturales de Amazon,2025-05-11,SUNDAY,El País,negativo
280,Recupera el brillo de tu pelo con este tratamiento superventas de Kérastase,2025-05-11,SUNDAY,El País,negativo
281,El sérum 5 estrellas para el contorno de ojos con cafeína y ácido hialurónico que sí que funciona por menos de 12 euros,2025-05-11,SUNDAY,El País,positivo
282,Las mejores lámparas de lava,2025-05-11,SUNDAY,El País,negativo
283,Camila Sosa Villada: “Yo muestro cómo es una travesti furiosa”,2025-05-11,SUNDAY,El País,positivo
284,"León, la última jugada de Francisco",2025-05-11,SUNDAY,El País,positivo
285,Podcast | ¿Cómo influye el clima en el estado emocional?,2025-05-11,SUNDAY,El País,positivo
286,"Álvaro Campos, el escritor que mira a Chile desde el mostrador de un almacén: “Es la posición privilegiada para quien observa el barrio, los comentarios y la vida cotidiana”",2025-05-11,SUNDAY,El País,positivo
287,En este Oriente del Valle de México no sale el sol,2025-05-11,SUNDAY,El País,negativo
288,Los controles del bienestar de los menores migrantes no acompañados deja a un centenar de niños sin hogar,2025-05-11,SUNDAY,El País,negativo
289,Las flores colombianas coronan el Día de la Madre a pesar de la guerra arancelaria de Trump,2025-05-11,SUNDAY,El País,positivo
290,"Los corridos tumbados, en el ojo de una inédita tormenta política en México: “cooptados por el narco”, pero con la popularidad por los cielos",2025-05-11,SUNDAY,El País,negativo
291,Petro encuentra su bandera: la consulta popular sobre derechos laborales le devuelve oxígeno político para su último año de mandato,2025-05-11,SUNDAY,El País,positivo
292,Economía bipolar,2025-05-11,SUNDAY,El País,positivo
293,Videoanálisis | Petro aumenta su control sobre la agenda pública,2025-05-11,SUNDAY,El País,negativo
294,"Lorena Kourousias, la psicóloga que busca sanar el trauma de la migración en madres latinas",2025-05-11,SUNDAY,El País,positivo
295,La ciencia involuciona en la Argentina de Milei: se desploma la inversión y disminuyen los investigadores,2025-05-11,SUNDAY,El País,negativo
296,¿Universidades politizadas o caricaturas de revolución?,2025-05-11,SUNDAY,El País,negativo
297,"Prevost en Chiclayo, el obispo gringo que hablaba poco pero hacía mucho",2025-05-11,SUNDAY,El País,positivo
298,"Pedro Barreto, cardenal peruano: “En el cielo Francisco está gozando la elección de Prevost”",2025-05-11,SUNDAY,El País,positivo
299,La crisis económica se erige en el gran árbitro de las elecciones en Bolivia,2025-05-11,SUNDAY,El País,negativo
300,Brasil devuelve el brillo al palacio que inauguró su arquitectura modernista,2025-05-11,SUNDAY,El País,positivo
301,La banca y el Gobierno de Sheinbaum tienden puentes para sortear al ‘huracán Trump’,2025-05-11,SUNDAY,El País,positivo
302,Una tormenta perfecta sobre Centroamérica ahoga los logros de la pacificación,2025-05-11,SUNDAY,El País,positivo
303,"Ramani Durvasula, psicóloga: “Trump y quienes nos gobiernan tienen personalidades narcisistas”",2025-05-11,SUNDAY,El País,negativo
304,49 candidatos para 49 cargos: las elecciones judiciales en las que no se podrá elegir nada,2025-05-11,SUNDAY,El País,negativo
305,Pantuflas bordadas,2025-05-11,SUNDAY,El País,positivo
306,El apagón obliga a España a acelerar en almacenamiento tras años de retraso,2025-05-11,SUNDAY,El País,negativo
307,El apagón agita el gran avispero energético,2025-05-11,SUNDAY,El País,negativo
308,El tren pierde brillo entre incidencias y en plena explosión de la demanda,2025-05-11,SUNDAY,El País,negativo
309,“La esperanza de vida en Parla es de dos años menos que en Pozuelo. La desigualdad es palpable en Madrid”,2025-05-11,SUNDAY,El País,negativo
310,Los aranceles que se autoimponen las economías europeas,2025-05-11,SUNDAY,El País,negativo
311,"‘Rob’ Prevost, el niño del extrarradio de Chicago que se convirtió en el primer papa estadounidense",2025-05-11,SUNDAY,El País,positivo
312,León XIV tendrá que ganarse a Roma antes de conquistar el mundo,2025-05-11,SUNDAY,El País,positivo
313,El pasado nazi del que los padres nunca quisieron hablar con sus hijos,2025-05-11,SUNDAY,El País,negativo
314,Viva la menopausia,2025-05-11,SUNDAY,El País,positivo
315,De los ‘merkelianos’ a la derecha: los cinco enemigos de Friedrich Merz,2025-05-11,SUNDAY,El País,negativo
316,Zara en la era de Marta Ortega,2025-05-11,SUNDAY,El País,positivo
317,La prisión de Alcatraz no escapa a las ocurrencias de Trump,2025-05-11,SUNDAY,El País,negativo
318,Lo simbólico importa,2025-05-11,SUNDAY,El País,positivo
319,¿Por qué Prevost?,2025-05-11,SUNDAY,El País,positivo
320,"Fiona Hill, exconsejera de Trump: “El presidente quiere ser un autócrata; se ve como un emperador”",2025-05-11,SUNDAY,El País,positivo
321,Un papa contra la polarización que ataca la raíz ideológica de Trump,2025-05-11,SUNDAY,El País,positivo
322,"La tregua de Putin, un espejismo en el frente de combate de Ucrania",2025-05-11,SUNDAY,El País,positivo
323,"Despertar la curiosidad por las abejas silvestres, un objetivo del Real Jardín Botánico de Madrid",2025-05-11,SUNDAY,El País,positivo
324,La importancia de educar en la convivencia,2025-05-11,SUNDAY,El País,positivo
325,"Reducción de jornada: apoyo social, enemigos muy fuertes",2025-05-11,SUNDAY,El País,positivo
326,"María Esteve: “Aprendí arte de mis padres sin darme cuenta, como otros niños aprenden lenguas”",2025-05-11,SUNDAY,El País,positivo
327,La teoría del “caos” tercermundista español que erosiona la democracia,2025-05-11,SUNDAY,El País,positivo
328,La crónica | Todo para el Parlamento pero sin el Parlamento,2025-05-11,SUNDAY,El País,positivo
329,Cinco recetas para defender un periodismo en el punto de mira,2025-05-11,SUNDAY,El País,positivo
330,La artista que aprendió a dibujar cómics para entender los traumas de su familia y ha hecho historia en los Pulitzer,2025-05-11,SUNDAY,El País,positivo
331,El cultivo de cáñamo industrial desaparece en Cataluña por la inseguridad que rodea las plantaciones,2025-05-11,SUNDAY,El País,positivo
332,"Salarios, guardias y complementos: los incentivos de las comunidades para conquistar a los médicos que terminan la residencia",2025-05-11,SUNDAY,El País,positivo
333,El PP valenciano espera un gesto de Feijóo ante la debilidad de Mazón y el desafío de Camps,2025-05-11,SUNDAY,El País,positivo
334,‘Princesa’ cumple 40 años: un clásico que no es solo de Sabina y comenzó en el Festival de Benidorm,2025-05-11,SUNDAY,El País,positivo
335,Alto el fuego India y Pakistan,2025-05-11,SUNDAY,CNN,positivo
336,El papa León XIV,2025-05-11,SUNDAY,CNN,positivo
337,Negociación de Trump con China,2025-05-11,SUNDAY,CNN,negativo
338,Ucranianos en EE.UU.,2025-05-11,SUNDAY,CNN,negativo
339,'Parole' humanitario,2025-05-11,SUNDAY,CNN,negativo
340,Bill Gates acerca del DOGE,2025-05-11,SUNDAY,CNN,positivo
341,El papa salió al balcón de la Basílica de San Pedro para pronunciar su primera bendición y discurso dominical,2025-05-11,SUNDAY,CNN,positivo
342,El papa León XIV rezó en la tumba del papa Francisco,2025-05-11,SUNDAY,CNN,positivo
343,"Las posiciones ideológicas de León XIV, desde los migrantes a la comunidad LGBTQ",2025-05-11,SUNDAY,CNN,positivo
344,"Obispo de Perú dice que ""es mentira"" que el papa León XIV no ayudó a sobrevivientes de abuso sexual",2025-05-11,SUNDAY,CNN,positivo
345,El papa señala que seguirá los pasos de Francisco y que la IA es un desafío para la humanidad,2025-05-11,SUNDAY,CNN,positivo
346,La tregua entre India y Pakistán parece mantenerse pese a las acusaciones de violaciones,2025-05-11,SUNDAY,CNN,positivo
347,Qué sabemos sobre el alto el fuego entre India y Pakistán,2025-05-11,SUNDAY,CNN,positivo
348,Países europeos vecinos de Rusia están levantando prohibición de minas terrestres. Activistas estan horrorizados,2025-05-11,SUNDAY,CNN,negativo
349,Crece el número de víctimas de trata y explotación laboral en España: el 50 % proviene de Latinoamérica,2025-05-11,SUNDAY,CNN,negativo
350,"""Las armas nucleares hacen más probables enfrentamientos limitados"", dice experto sobre tensiones entre India y Pakistán",2025-05-11,SUNDAY,CNN,negativo
351,¿Cómo obtuvieron India y Pakistán sus armas nucleares y por qué son clave en esta crisis?,2025-05-11,SUNDAY,CNN,negativo
352,Llamado a alto el fuego en Ucrania busca obligar a Putin a revelar sus objetivos bélicos a Trump,2025-05-11,SUNDAY,CNN,positivo
353,"Putin dice estar listo para ""conversaciones"" con Ucrania, pero Zelensky dice que debe acordar alto el fuego",2025-05-11,SUNDAY,CNN,positivo
354,Ucranianos que huyeron de la guerra temen ser desarraigados por Trump,2025-05-11,SUNDAY,CNN,negativo
355,"Colombia otorga asilo político a Ricardo Martinelli, expresidente de Panamá",2025-05-11,SUNDAY,CNN,positivo
356,Detienen a más de 100 personas en carreteras de Tennessee como apoyo al plan de deportaciones de Trump,2025-05-11,SUNDAY,CNN,negativo
357,"¿Qué es el habeas corpus, el procedimiento legal que Trump está considerando suspender?",2025-05-11,SUNDAY,CNN,positivo
358,"Trump afirma que se lograron ""grandes avances"" entre EE.UU. y China tras conversaciones comerciales",2025-05-11,SUNDAY,CNN,negativo
359,¿Cuándo se celebra el Día de las Madres en EE.UU. en 2025 y por qué?,2025-05-11,SUNDAY,CNN,positivo
360,Cientos de “madres buscadoras” salen a exigir justicia este 10 de mayo,2025-05-11,SUNDAY,CNN,negativo
361,Cinco pescadores que sobrevivieron 55 días a la deriva llegan a Galápagos,2025-05-11,SUNDAY,CNN,positivo
362,Cecily Strong y Colin Jost hacen cameos sorpresa en el segmento de apertura de 'SNL',2025-05-11,SUNDAY,CNN,positivo
363,"Departamento de Seguridad Nacional acusa a legisladores de ""irrumpir"" en instalación de ICE en Newark",2025-05-11,SUNDAY,CNN,negativo
364,Por qué India y Pakistán hacen declaraciones distintas sobre el papel de EE.UU. en el alto el fuego,2025-05-11,SUNDAY,CNN,negativo
365,"EE.UU. ""no es genuino"" en las conversaciones sobre el programa nuclear de Teherán, dice funcionario iraní",2025-05-11,SUNDAY,CNN,negativo
366,China invirtió millones en tecnología militar. Conflicto entre India y Pakistán podría ser su primera prueba,2025-05-11,SUNDAY,CNN,negativo
367,"El clásico FC Barcelona vs. Real Madrid: alineaciones posibles, a qué hora, cuándo y cómo ver por TV e Internet",2025-05-11,SUNDAY,CNN,positivo
368,“10 mayo no es de fiesta”: madres de personas desaparecidas protestan en Ciudad de México,2025-05-11,SUNDAY,CNN,negativo
369,Ningún barco de China se dirige a los puertos de California,2025-05-11,SUNDAY,CNN,negativo
370,Una nave espacial soviética probablemente se estrelló contra la Tierra durante la noche,2025-05-11,SUNDAY,CNN,positivo
371,"Daniel Suárez, de una familia mexicana sin automóvil propio a la NASCAR",2025-05-11,SUNDAY,CNN,positivo
372,Los líderes europeos dan un ultimátum a Rusia: alto el fuego de 30 días ahora o sanciones generalizadas,2025-05-11,SUNDAY,CNN,negativo
373,"Trump está considerando la suspensión del habeas corpus, dicen fuentes",2025-05-11,SUNDAY,CNN,negativo
374,Una fotógrafa siguió a mamás inmigrantes. Encontró algo inesperado,2025-05-11,SUNDAY,CNN,positivo
375,Crónica desde las ruinas: una reportera en el colapso de Jet Set en República Dominicana,2025-05-11,SUNDAY,CNN,negativo
376,Víctima de tiroteo “interpela” a su asesino vía inteligencia artificial,2025-05-11,SUNDAY,CNN,negativo
377,"""Sé que puedo confiar cada uno de vosotros"": León XIV pronuncia la homilía de su primera misa como papa",2025-05-11,SUNDAY,CNN,positivo
378,"Bill Gates donará ""prácticamente toda"" su fortuna en los próximos 20 años",2025-05-11,SUNDAY,CNN,positivo
379,"Como cardenal, Robert Prevost cuestionó declaraciones de J. D. Vance",2025-05-11,SUNDAY,CNN,negativo
380,Shakira celebra 20 años de “Hips Don’t Lie” con una presentación especial junto a Wyclef Jean,2025-05-11,SUNDAY,CNN,positivo
381,"""Nadie responde"": audio revela confusión en el cielo tras el apagón del aeropuerto de Newark",2025-05-11,SUNDAY,CNN,negativo
382,"Karol G cuenta que fue víctima de acoso sexual, en su nuevo documental en Netflix",2025-05-11,SUNDAY,CNN,negativo
383,¿Qué se puede esperar de las conversaciones entre China y EE.UU. por los aranceles?,2025-05-11,SUNDAY,CNN,negativo
384,Fiscal clave en el caso de documentos clasificados de Trump testificará ante el Comité Judicial de la Cámara,2025-05-11,SUNDAY,CNN,negativo
385,Los aranceles podrían quitarle el encanto a las flores del Día de la Madre,2025-05-11,SUNDAY,CNN,negativo
386,Los republicanos de la Cámara de Representantes impulsan recortes a las pensiones,2025-05-11,SUNDAY,CNN,negativo
387,Se registra un sismo en Tennessee que se sintió a través del sureste de EE.UU.,2025-05-11,SUNDAY,CNN,negativo
388,Padre de la Diócesis de Chiclayo cuenta a CNN como es el papa León XIV,2025-05-11,SUNDAY,CNN,positivo
389,"“Sabe llegar a la gente, tiene ese don”, afirma padre que trabajó junto al papa León XIV en Perú",2025-05-11,SUNDAY,CNN,positivo
390,Fiscalía de Ecuador abre investigación tras emboscada que dejó 11 militares muertos durante operación contra minería ilegal,2025-05-11,SUNDAY,CNN,negativo
391,Sheinbaum confirma demanda a Google el cambio de nombre del Golfo de México,2025-05-11,SUNDAY,CNN,negativo
392,"Así era la vida del papa León XIV en Chiclayo, Perú",2025-05-11,SUNDAY,CNN,positivo
393,Migrantes de China deportados por EE.UU. comienzan proceso de refugio en Costa Rica,2025-05-11,SUNDAY,CNN,negativo
394,"""Nunca más la guerra”: el papa León pide la paz en Ucrania y Gaza en su primer discurso en el Vaticano",2025-05-11,SUNDAY,CNN,positivo
395,“¡Nunca más la guerra!”: el papa León pide la paz en Ucrania y Gaza en su primer discurso en el Vaticano desde su elección,2025-05-11,SUNDAY,CNN,positivo
396,“No tengan miedo”: León XIV a los jóvenes en su primer Regina Caeli,2025-05-11,SUNDAY,CNN,positivo
397,Líderes europeos se reúnen en Kyiv e instan a Putin a aceptar un cese al fuego con Ucrania,2025-05-11,SUNDAY,CNN,positivo
398,Al menos siete personas han muerto bajo custodia de ICE desde que comenzó la ofensiva migratoria de Trump,2025-05-11,SUNDAY,CNN,negativo
399,"El papa León XIV probablemente ve las políticas de inmigración de EE.UU. yendo en la “dirección equivocada”, dice su hermano",2025-05-11,SUNDAY,CNN,negativo
400,Corte de apelaciones pausa orden que exige al Gobierno de Trump facilitar regreso de solicitante de asilo deportado,2025-05-11,SUNDAY,CNN,negativo
401,"Gobierno de Trump pide a la Corte Suprema que le permita poner fin al 'parole' para cubanos, venezolanos y haitianos",2025-05-11,SUNDAY,CNN,negativo
402,Juez federal investiga si Trump tiene el poder de traer de vuelta a migrantes deportados a El Salvador,2025-05-11,SUNDAY,CNN,negativo
403,Juez federal afirma que vuelo de deportación a Libia podría violar una orden judicial previa,2025-05-11,SUNDAY,CNN,negativo
404,"La milpa maya, un sistema milenario de producción de alimentos, es hoy ejemplo a nivel mundial. Esta es la razón",2025-05-11,SUNDAY,CNN,negativo
405,"Restauración de los Everglades, el plan ecológico más grande del mundo",2025-05-11,SUNDAY,CNN,negativo
406,"Tres en uno: el revolucionario plan de Fortaleza que promueve el reciclaje, la movilidad eléctrica y la inclusión",2025-05-11,SUNDAY,CNN,negativo
407,El regreso de las ballenas jorobadas,2025-05-11,SUNDAY,CNN,positivo
408,Con oído absoluto y sin vista: la historia del hombre que preserva el patrimonio sonoro de la naturaleza,2025-05-11,SUNDAY,CNN,negativo
409,"Juan Pablo Culasso, el hombre que observa la naturaleza con sus oídos",2025-05-11,SUNDAY,CNN,positivo
410,"Trump dice que el arancel a China debe ser del 80 %, pero que lo dejará en manos de su secretario del Tesoro",2025-05-11,SUNDAY,CNN,negativo
411,"Trump anunciará un ""gran acuerdo comercial"" con el Reino Unido este jueves",2025-05-11,SUNDAY,CNN,positivo
412,Trump afirma que no reducirá el arancel del 145 % para que China se siente a la mesa de negociaciones,2025-05-11,SUNDAY,CNN,negativo
413,"Sheinbaum dice que su Gobierno defenderá el T-MEC, Trump afirma que ""será renegociado""",2025-05-11,SUNDAY,CNN,negativo
414,Cómo evitar las peleas por dinero con tu pareja,2025-05-11,SUNDAY,CNN,negativo
415,Una nave espacial de la era soviética que no logró llegar a Venus se estrellará contra la Tierra esta semana,2025-05-11,SUNDAY,CNN,negativo
416,"Un grupo de científicos explora la anatomía de un ""volcán zombi"" que muestra signos de actividad en Bolivia",2025-05-11,SUNDAY,CNN,negativo
417,Skype de Microsoft dejará de funcionar a partir de este lunes,2025-05-11,SUNDAY,CNN,negativo
418,Científicos dicen que encontraron otra fuente de oro en el cosmos,2025-05-11,SUNDAY,CNN,positivo
419,La lluvia de meteoros Eta Acuáridas está a punto de alcanzar su punto máximo. Aquí te decimos cuándo y cómo verla,2025-05-11,SUNDAY,CNN,positivo
420,Gobierno de Trump pone fin a base de datos sobre clima extremo que ha registrado el costo de desastres naturales desde 1980,2025-05-11,SUNDAY,CNN,negativo
421,¿Se adelantará la temporada de huracanes este año? Las tendencias recientes sugieren que sí,2025-05-11,SUNDAY,CNN,negativo
422,El volcán Kilauea de Hawai entra en erupción con un patrón poco habitual en casi 40 años,2025-05-11,SUNDAY,CNN,negativo
423,El Servicio Meteorológico Nacional reanudará la traducción de sus productos para personas que no hablan inglés,2025-05-11,SUNDAY,CNN,positivo
424,El regreso de las ballenas jorobadas,2025-05-11,SUNDAY,CNN,positivo
425,¿Qué se necesita para impulsar la carrera de pilotos de NASCAR en Latinoamérica?,2025-05-11,SUNDAY,CNN,positivo
426,Remontadas recientes en los playoffs de la conferencia este de la NBA,2025-05-11,SUNDAY,CNN,negativo
427,Xabi Alonso dejará al Bayer Leverkusen al finalizar la temporada,2025-05-11,SUNDAY,CNN,negativo
428,La Copa Mundial Femenina de la FIFA se expandirá a 48 equipos en 2031,2025-05-11,SUNDAY,CNN,negativo
429,Las cinco postales inolvidables de los clásicos entre Real Madrid y Barcelona,2025-05-11,SUNDAY,CNN,positivo
430,La intuición materna podría ser real y esta sería su explicación científica,2025-05-11,SUNDAY,CNN,positivo
431,"La antigüedad de los autos, un factor de riesgo para conductores adolescentes",2025-05-11,SUNDAY,CNN,negativo
432,Solo el 25% de las mujeres en EE.UU. recibe atención a la salud mental en el periodo perinatal,2025-05-11,SUNDAY,CNN,negativo
433,Las esporas microscópicas de un hongo son la nueva amenaza de supermicrobio en el mundo… y será aún más difícil de superar,2025-05-11,SUNDAY,CNN,negativo
434,"Los ftalatos están vinculados a enfermedades cardíacas, ¿cómo evitar la exposición a estos químicos?",2025-05-11,SUNDAY,CNN,negativo
435,¿Qué nos dice la estrategia de negociación de Trump con China?,2025-05-11,SUNDAY,CNN,negativo
436,"Se cerró un ""acuerdo"" comercial, faltan 199",2025-05-11,SUNDAY,CNN,positivo
437,Eugenio Derbez opina sobre el anuncio de Trump de imponer aranceles a películas producidas fuera de EE.UU.,2025-05-11,SUNDAY,CNN,negativo
438,"Trump, los aranceles y el futuro del cine global: la tensión de Hollywood llega al Festival de Cannes",2025-05-11,SUNDAY,CNN,negativo
439,Trump: No hay posibilidad de reducir aranceles a China,2025-05-11,SUNDAY,CNN,negativo
440,Dos extraños se conocieron en un tren. Luego decidieron viajar juntos por el mundo,2025-05-11,SUNDAY,CNN,positivo
441,Piloto de CNN suelta el mando para que un avión aterrice por sí mismo,2025-05-11,SUNDAY,CNN,positivo
442,"Tuvieron un romance adolescente de verano. 26 años después, se reencontraron",2025-05-11,SUNDAY,CNN,positivo
443,Un aeropuerto en Japón renueva su imagen con Hello Kitty para la Expo Mundial 2025,2025-05-11,SUNDAY,CNN,positivo
444,Este hombre intenta desesperadamente salvar transatlánticos olvidados,2025-05-11,SUNDAY,CNN,positivo
445,SMTOWN LIVE sorprende a sus fans en México al celebrarse por primera vez,2025-05-11,SUNDAY,CNN,positivo
446,Andy Serkis regresará a “Gollum” a la pantalla grande,2025-05-11,SUNDAY,CNN,positivo
447,Piers Morgan y más celebridades reaccionan al nombramiento del papa León XIV,2025-05-11,SUNDAY,CNN,positivo
448,"Manuel Carrasco pierde la cuenta de sus discos mientras presenta ""Pueblo Salvaje II""",2025-05-11,SUNDAY,CNN,positivo
449,La primera novela de Stephen King será llevada al cine,2025-05-11,SUNDAY,CNN,positivo
450,“Priorizamos la seguridad al dinero”: algunas ciudades han cancelando eventos culturales por temor a redadas y deportaciones,2025-05-11,SUNDAY,CNN,negativo
451,"Regla 80/20, la teoría misógina de ""Adolescence"": qué sabemos en realidad sobre los vínculos entre hombres y mujeres",2025-05-11,SUNDAY,CNN,negativo
452,"""Literatura y valentía"": el legado de Mario Vargas Llosa, según Andrés Oppenheimer",2025-05-11,SUNDAY,CNN,positivo
453,Vargas Llosa y su compromiso con la libertad. Un repaso por cuatro de sus novelas más importantes,2025-05-11,SUNDAY,CNN,positivo
454,35 obras del siglo XX que Mario Vargas Llosa recomendaba leer,2025-05-11,SUNDAY,CNN,positivo
